Freq	to_id	from_id
185	to_38	from_28
185	to_38	from_17
185	to_38	from_64
185	to_38	from_9
68	to_39	from_31
68	to_39	from_10
68	to_39	from_7
68	to_39	from_15
68	to_39	from_39
68	to_39	from_33
68	to_39	from_17
68	to_39	from_3
68	to_39	from_32
68	to_39	from_4
68	to_39	from_6
68	to_39	from_50
33	to_40	from_10
33	to_40	from_28
33	to_40	from_20
33	to_40	from_64
33	to_40	from_12
33	to_40	from_32
33	to_40	from_51
33	to_40	from_66
33	to_40	from_15
37	to_41	from_39
37	to_41	from_61
37	to_41	from_6
37	to_41	from_32
37	to_41	from_4
37	to_41	from_33
37	to_41	from_56
37	to_41	from_17
37	to_41	from_14
37	to_41	from_3
37	to_41	from_34
37	to_41	from_35
37	to_41	from_15
37	to_41	from_38
37	to_41	from_50
37	to_41	from_53
42	to_42	from_1
42	to_42	from_2
42	to_42	from_3
