"","exec_loc","Freq","dept_nm_lvl_2","to_id","from_id"
"1110","남매집",12,"기후환경본부","to_121","from_19"
"1111","남매집",12,"일자리노동정책관","to_121","from_9"
"1112","남매집",12,"정보기획관","to_121","from_15"
"1113","남매집",12,"대변인","to_121","from_11"
"1114","남매집",12,"평생교육국","to_121","from_34"
"1115","남매집",12,"지역발전본부","to_121","from_23"
"1116","남매집",12,"시민소통기획관","to_121","from_6"
"1117","남산골",23,"서울종합방재센터","to_122","from_113"
"1118","남산골",23,"민생사법경찰단","to_122","from_92"
"1119","남산골",23,"소방재난본부","to_122","from_67"
"1120","남산골",23,"도시기반시설본부","to_122","from_62"
"1121","남산골생고기",28,"소방재난본부","to_123","from_67"
"1122","남산골생고기",28,"119특수구조단","to_123","from_114"
"1123","남산복집",70,"관광체육국","to_124","from_26"
"1124","남산복집",70,"지역발전본부","to_124","from_23"
"1125","남산복집",70,"도시기반시설본부","to_124","from_62"
"1126","남산복집",70,"시민소통기획관","to_124","from_6"
"1127","남산복집",70,"푸른도시국","to_124","from_7"
"1128","남산복집",70,"안전총괄본부","to_124","from_36"
"1129","남산복집",70,"서울대공원","to_124","from_104"
"1130","남산복집",70,"경제진흥본부","to_124","from_8"
"1131","남산복집",70,"행정2부시장","to_124","from_71"
"1132","남산복집",70,"시민건강국","to_124","from_40"
"1133","남산복집",70,"복지본부","to_124","from_51"
"1134","남산복집",70,"행정국","to_124","from_3"
"1135","남산복집",70,"도시재생본부","to_124","from_1"
"1136","남산복집",70,"상수도사업본부","to_124","from_37"
"1137","남산복집",70,"서울역사박물관","to_124","from_33"
"1138","남산복집",70,"기획조정실","to_124","from_4"
"1139","남산복집",70,"도시공간개선단","to_124","from_63"
"1140","남산복집",70,"재무국","to_124","from_10"
"1141","남산복집",70,"주택건축국","to_124","from_24"
"1142","남산복집",70,"복지정책실","to_124","from_41"
"1143","남산오리진흙구이",12,"민생사법경찰단","to_125","from_92"
"1144","남산오리진흙구이",12,"행정2부시장","to_125","from_71"
"1145","남산오리진흙구이",12,"평생교육국","to_125","from_34"
"1146","남산오리진흙구이",12,"소방재난본부","to_125","from_67"
"1147","남산오리진흙구이",12,"상수도사업본부","to_125","from_37"
"1148","남산오리진흙구이",12,"도시기반시설본부","to_125","from_62"
"1149","남산오리진흙구이",12,"서울종합방재센터","to_125","from_113"
"1150","남산집",126,"행정국","to_126","from_3"
"1151","남산집",126,"기획조정실","to_126","from_4"
"1152","남산집",126,"문화본부","to_126","from_25"
"1153","남산집",126,"행정1부시장","to_126","from_28"
"1154","남산집",126,"정무부시장","to_126","from_12"
"1155","남산집",126,"시민소통기획관","to_126","from_6"
"1156","남산집",126,"대변인","to_126","from_11"
"1157","남산집",126,"행정2부시장","to_126","from_71"
"1158","남산집",126,"안전총괄본부","to_126","from_36"
"1159","남산집",126,"경제진흥본부","to_126","from_8"
"1160","남산집",126,"복지본부","to_126","from_51"
"1161","남산집",126,"도시기반시설본부","to_126","from_62"
"1162","남산집",126,"관광체육국","to_126","from_26"
"1163","남산집",126,"주택건축국","to_126","from_24"
"1164","남산집",126,"일자리노동정책관","to_126","from_9"
"1165","남산집",126,"언론홍보실","to_126","from_69"
"1166","남산집",126,"서울특별시장","to_126","from_101"
"1167","남산집",126,"교육전문위원실","to_126","from_102"
"1168","남산집",126,"민생사법경찰단","to_126","from_92"
"1169","남산집",126,"한강사업본부","to_126","from_38"
"1170","남산집",126,"여성가족정책실","to_126","from_35"
"1171","남산집",126,"재무국","to_126","from_10"
"1172","남산집",126,"서울역사박물관","to_126","from_33"
"1173","남산집",126,"도시재생본부","to_126","from_1"
"1174","남산집",126,"서울혁신기획관","to_126","from_5"
"1175","남산집",126,"교육위원회","to_126","from_54"
"1176","남산집",126,"행정자치전문위원실","to_126","from_18"
"1177","남산집",126,"시민감사옴부즈만위원회","to_126","from_73"
"1178","남산집",126,"서울시립과학관","to_126","from_91"
"1179","남산집",126,"환경수자원전문위원실","to_126","from_111"
"1180","남산집무교동",10,"도시재생본부","to_127","from_1"
"1181","남산집무교동",10,"기획조정실","to_127","from_4"
"1182","남양유업",17,"주택건축국","to_128","from_24"
"1183","남양유업",17,"재무국","to_128","from_10"
"1184","남양유업",17,"관광체육국","to_128","from_26"
"1185","남양유업",17,"행정1부시장","to_128","from_28"
"1186","남양유업",17,"기후환경본부","to_128","from_19"
"1187","남양유업",17,"기획조정실","to_128","from_4"
"1188","남양유업",17,"문화본부","to_128","from_25"
"1189","남원골양푼이대구탕",11,"물순환안전국","to_129","from_52"
"1190","남원골양푼이대구탕",11,"행정국","to_129","from_3"
"1191","남원골양푼이대구탕",11,"푸른도시국","to_129","from_7"
"1192","남원골양푼이대구탕",11,"서울혁신기획관","to_129","from_5"
"1193","남원골양푼이대구탕",11,"안전총괄본부","to_129","from_36"
"1194","남원골양푼이대구탕",11,"정보기획관","to_129","from_15"
"1195","남원골추어탕",23,"상수도사업본부","to_130","from_37"
"1196","남원골추어탕",23,"도로사업소","to_130","from_17"
"1197","남원골추어탕",23,"한강사업본부","to_130","from_38"
"1198","남원골추어탕",23,"기후환경본부","to_130","from_19"
"1199","남원본가추어탕",30,"상수도사업본부","to_131","from_37"
"1200","남원본가추어탕",30,"인재개발원","to_131","from_100"
"1201","남원식당",12,"품질시험소","to_132","from_115"
"1202","남원식당",12,"보건환경연구원","to_132","from_89"
"1203","남원진추어탕",24,"상수도사업본부","to_133","from_37"
"1204","남원진추어탕",24,"물재생센터","to_133","from_59"
"1205","남원추어탕",75,"시립미술관","to_134","from_16"
"1206","남원추어탕",75,"인재개발원","to_134","from_100"
"1207","남원추어탕",75,"상수도사업본부","to_134","from_37"
"1208","남원추어탕",75,"감사위원회","to_134","from_21"
"1209","남원추어탕",75,"성북소방서","to_134","from_86"
"1210","남원추어탕",75,"서울특별시장","to_134","from_101"
"1211","남원추어탕",75,"도시교통본부","to_134","from_20"
"1212","남원추어탕",75,"도로사업소","to_134","from_17"
"1213","남원추어탕",75,"농업기술센터","to_134","from_96"
"1214","남원추어탕",75,"서대문소방서","to_134","from_50"
"1215","남원추어탕",75,"민생사법경찰단","to_134","from_92"
"1216","남원추어탕",75,"소방재난본부","to_134","from_67"
"1217","남원추어탕",75,"보건환경연구원","to_134","from_89"
"1218","남원추어탕",75,"한강사업본부","to_134","from_38"
"1219","남원추어탕",75,"안전총괄본부","to_134","from_36"
"1220","남원추어탕",75,"기후환경본부","to_134","from_19"
"1221","남원추어탕",75,"종로소방서","to_134","from_45"
"1222","남원추어탕",75,"서부공원녹지사업소","to_134","from_39"
"1223","남원추어탕",75,"서북병원","to_134","from_110"
"1224","남원추어탕",75,"강서소방서","to_134","from_83"
"1225","남원추어탕",75,"시민권익담당관","to_134","from_79"
"1226","남초밥집",16,"상수도사업본부","to_135","from_37"
"1227","남포면옥",244,"행정국","to_136","from_3"
"1228","남포면옥",244,"복지본부","to_136","from_51"
"1229","남포면옥",244,"주택건축국","to_136","from_24"
"1230","남포면옥",244,"푸른도시국","to_136","from_7"
"1231","남포면옥",244,"기획조정실","to_136","from_4"
"1232","남포면옥",244,"시민건강국","to_136","from_40"
"1233","남포면옥",244,"도시재생본부","to_136","from_1"
"1234","남포면옥",244,"비상기획관","to_136","from_70"
"1235","남포면옥",244,"문화본부","to_136","from_25"
"1236","남포면옥",244,"시민소통기획관","to_136","from_6"
"1237","남포면옥",244,"시민감사옴부즈만위원회","to_136","from_73"
"1238","남포면옥",244,"경제진흥본부","to_136","from_8"
"1239","남포면옥",244,"정무부시장","to_136","from_12"
"1240","남포면옥",244,"서울특별시장","to_136","from_101"
"1241","남포면옥",244,"도시교통본부","to_136","from_20"
"1242","남포면옥",244,"일자리노동정책관","to_136","from_9"
"1243","남포면옥",244,"서울혁신기획관","to_136","from_5"
"1244","남포면옥",244,"지역발전본부","to_136","from_23"
"1245","남포면옥",244,"여성가족정책실","to_136","from_35"
"1246","남포면옥",244,"행정2부시장","to_136","from_71"
"1247","남포면옥",244,"재무국","to_136","from_10"
"1248","남포면옥",244,"대변인","to_136","from_11"
"1249","남포면옥",244,"기후환경본부","to_136","from_19"
"1250","남포면옥",244,"도시기반시설본부","to_136","from_62"
"1251","남포면옥",244,"환경수자원전문위원실","to_136","from_111"
"1252","남포면옥",244,"시민권익담당관","to_136","from_79"
"1253","남포면옥",244,"서울도서관","to_136","from_75"
"1254","남포면옥",244,"의정담당관","to_136","from_72"
"1255","남포면옥",244,"보건환경연구원","to_136","from_89"
"1256","남포면옥",244,"안전총괄본부","to_136","from_36"
"1257","남포면옥",244,"데이터센터","to_136","from_77"
"1258","남포면옥",244,"기술심사담당관","to_136","from_93"
"1259","남포면옥",244,"복지정책실","to_136","from_41"
"1260","남포면옥",244,"인권담당관","to_136","from_99"
"1261","남포면옥",244,"관광체육국","to_136","from_26"
"1262","남포면옥3길24",10,"기획조정실","to_137","from_4"
"1263","남포면옥3길24",10,"입법담당관","to_137","from_32"
"1264","내꾸미쭈꾸미",21,"상수도사업본부","to_138","from_37"
"1265","내꾸미쭈꾸미",21,"송파소방서","to_138","from_56"
"1266","내꾸미쭈꾸미",21,"성동소방서","to_138","from_57"
"1267","내꾸미쭈꾸미",21,"언론홍보실","to_138","from_69"
"1268","내식당",304,"서울혁신기획관","to_139","from_5"
"1269","내식당",304,"행정국","to_139","from_3"
"1270","내식당",304,"안전총괄본부","to_139","from_36"
"1271","내식당",304,"도시재생본부","to_139","from_1"
"1272","내식당",304,"기획조정실","to_139","from_4"
"1273","내식당",304,"주택건축국","to_139","from_24"
"1274","내식당",304,"복지본부","to_139","from_51"
"1275","내식당",304,"도시교통본부","to_139","from_20"
"1276","내식당",304,"행정1부시장","to_139","from_28"
"1277","내식당",304,"서울특별시장","to_139","from_101"
"1278","내식당",304,"정무부시장","to_139","from_12"
"1279","내식당",304,"시민소통기획관","to_139","from_6"
"1280","내식당",304,"기후환경본부","to_139","from_19"
"1281","내식당",304,"여성가족정책실","to_139","from_35"
"1282","내식당",304,"도시계획국","to_139","from_30"
"1283","내식당",304,"재무국","to_139","from_10"
"1284","내식당",304,"시민건강국","to_139","from_40"
"1285","내식당",304,"대변인","to_139","from_11"
"1286","내식당",304,"경제진흥본부","to_139","from_8"
"1287","내식당",304,"비상기획관","to_139","from_70"
"1288","내식당",304,"평생교육국","to_139","from_34"
"1289","내식당",304,"중부공원녹지사업소","to_139","from_88"
"1290","내식당",304,"관광체육국","to_139","from_26"
"1291","내식당",304,"물순환안전국","to_139","from_52"
"1292","내식당",304,"서울기록원","to_139","from_116"
"1293","내식당",304,"정보기획관","to_139","from_15"
"1294","내식당",304,"일자리노동정책관","to_139","from_9"
"1295","내식당",304,"기술심사담당관","to_139","from_93"
"1296","내식당",304,"행정2부시장","to_139","from_71"
"1297","내식당",304,"한강사업본부","to_139","from_38"
"1298","내식당",304,"스마트도시정책관","to_139","from_106"
"1299","널벅지",11,"의정담당관","to_140","from_72"
"1300","널벅지",11,"푸른도시국","to_140","from_7"
"1301","널벅지",11,"의사담당관","to_140","from_68"
"1302","널벅지",11,"안전총괄본부","to_140","from_36"
"1303","널벅지",11,"도시안전건설전문위원실","to_140","from_94"
"1304","널벅지",11,"도시계획관리전문위원실","to_140","from_108"
"1305","널벅지",11,"물순환안전국","to_140","from_52"
"1306","널벅지",11,"상수도사업본부","to_140","from_37"
"1307","널벅지",11,"여성가족정책실","to_140","from_35"
"1308","노바일식",10,"성동소방서","to_141","from_57"
"1309","노바일식",10,"청와대소방대","to_141","from_117"
"1310","노바일식",10,"중부소방서","to_141","from_58"
"1311","녹번점삿뽀로",11,"은평병원","to_142","from_98"
"1312","녹번점삿뽀로",11,"상수도사업본부","to_142","from_37"
"1313","논골집",10,"강남소방서","to_143","from_85"
"1314","놀부부대찌개",20,"강남소방서","to_144","from_85"
"1315","놀부부대찌개",20,"행정국","to_144","from_3"
"1316","놀부부대찌개",20,"의정담당관","to_144","from_72"
"1317","놀부부대찌개",20,"정보기획관","to_144","from_15"
"1318","놀부부대찌개",20,"시민소통기획관","to_144","from_6"
"1319","놀부부대찌개",20,"서울도서관","to_144","from_75"
"1320","놀부부대찌개",20,"소방재난본부","to_144","from_67"
"1321","놀부부대찌개",20,"기획경제전문위원실","to_144","from_31"
"1322","놀부부대찌개",20,"도시계획국","to_144","from_30"
"1323","놀부부대찌개",20,"평생교육국","to_144","from_34"
"1324","놀부부대찌개",20,"복지본부","to_144","from_51"
"1325","놀부부대찌개",20,"서울시립과학관","to_144","from_91"
"1326","놀부부대찌개",20,"상수도사업본부","to_144","from_37"
"1327","농가생삼겹살",15,"상수도사업본부","to_145","from_37"
"1328","농민백암순대",61,"재무국","to_146","from_10"
"1329","농민백암순대",61,"기후환경본부","to_146","from_19"
"1330","농민백암순대",61,"관광체육국","to_146","from_26"
"1331","농민백암순대",61,"물순환안전국","to_146","from_52"
"1332","농민백암순대",61,"도시교통본부","to_146","from_20"
"1333","농민백암순대",61,"시민소통기획관","to_146","from_6"
"1334","농민백암순대",61,"평생교육국","to_146","from_34"
"1335","농민백암순대",61,"문화본부","to_146","from_25"
"1336","농민백암순대",61,"도시계획국","to_146","from_30"
"1337","농민백암순대",61,"여성가족정책실","to_146","from_35"
"1338","농민백암순대",61,"행정국","to_146","from_3"
"1339","농민백암순대",61,"안전총괄본부","to_146","from_36"
"1340","농민백암순대",61,"도시재생본부","to_146","from_1"
"1341","농민백암순대",61,"보건복지전문위원실","to_146","from_78"
"1342","농민백암순대",61,"도시공간개선단","to_146","from_63"
"1343","농협하나로마트",25,"어린이병원","to_147","from_118"
"1344","농협하나로마트",25,"도로사업소","to_147","from_17"
"1345","농협하나로마트",25,"서울대공원","to_147","from_104"
"1346","농협하나로마트",25,"강동소방서","to_147","from_80"
"1347","농협하나로마트",25,"교통방송","to_147","from_95"
"1348","농협하나로마트",25,"한성백제박물관","to_147","from_87"
"1349","농협하나로마트",25,"상수도사업본부","to_147","from_37"
"1350","농협하나로마트양재점",21,"서울대공원","to_148","from_104"
"1351","농협하나로마트양재점",21,"어린이병원","to_148","from_118"
"1352","농협하나로마트양재점",21,"보건환경연구원","to_148","from_89"
"1353","농협하나로마트양재점",21,"상수도사업본부","to_148","from_37"
"1354","농협하나로마트양재점",21,"아동복지센터","to_148","from_109"
"1355","농협하나로마트양재점",21,"도로사업소","to_148","from_17"
"1356","농협하나로클럽양재점",16,"보건환경연구원","to_149","from_89"
"1357","뉴서울사진기，설리반",11,"주택건축국","to_150","from_24"
"1358","뉴서울사진기，설리반",11,"여성가족정책실","to_150","from_35"
"1359","뉴서울사진기，설리반",11,"기획조정실","to_150","from_4"
"1360","뉴서울사진기，설리반",11,"행정국","to_150","from_3"
"1361","뉴서울사진기，설리반",11,"도시재생본부","to_150","from_1"
"1362","뉴서울사진기，설리반",11,"시민소통기획관","to_150","from_6"
"1363","뉴코아강남점",22,"서초소방서","to_151","from_48"
"1364","뉴코아강남점",22,"보건환경연구원","to_151","from_89"
"1365","늘솜",26,"기획조정실","to_152","from_4"
"1366","늘솜",26,"시민소통기획관","to_152","from_6"
"1367","늘솜",26,"행정2부시장","to_152","from_71"
"1368","늘솜",26,"행정국","to_152","from_3"
"1369","늘솜",26,"도시교통본부","to_152","from_20"
"1370","늘솜",26,"도시계획국","to_152","from_30"
"1371","늘솜",26,"도시기반시설본부","to_152","from_62"
"1372","늘솜",26,"도시재생본부","to_152","from_1"
"1373","늘솜",26,"의정담당관","to_152","from_72"
"1374","늘솜",26,"푸른도시국","to_152","from_7"
"1375","늘솜",26,"기후환경본부","to_152","from_19"
"1376","늘솜",26,"경제진흥본부","to_152","from_8"
"1377","늘솜",26,"도시공간개선단","to_152","from_63"
"1378","늘솜",26,"복지본부","to_152","from_51"
"1379","늘솜",26,"비상기획관","to_152","from_70"
"1380","늘솜",26,"감사위원회","to_152","from_21"
"1381","늘솜",26,"지역발전본부","to_152","from_23"
"1382","늘해랑",29,"강북소방서","to_153","from_42"
"1383","늘해랑",29,"도로사업소","to_153","from_17"
"1384","늘해랑",29,"상수도사업본부","to_153","from_37"
"1385","능이버섯백숙",12,"영등포소방서","to_154","from_66"
"1386","능이버섯백숙",12,"시민건강국","to_154","from_40"
"1387","능이버섯백숙",12,"상수도사업본부","to_154","from_37"
"1388","능이버섯백숙",12,"한강사업본부","to_154","from_38"
"1389","능이버섯백숙",12,"지역발전본부","to_154","from_23"
"1390","능이오리백숙",14,"양천소방서","to_155","from_44"
"1391","다농마트",86,"서부공원녹지사업소","to_156","from_39"
"1392","다농마트",86,"보건환경연구원","to_156","from_89"
"1393","다농마트",86,"시민건강국","to_156","from_40"
"1394","다농마트",86,"강남소방서","to_156","from_85"
"1395","다농마트",86,"어린이병원","to_156","from_118"
"1396","다농마트",86,"도로사업소","to_156","from_17"
"1397","다농마트",86,"물재생센터","to_156","from_59"
"1398","다농마트",86,"동부공원녹지사업소","to_156","from_103"
"1399","다농마트",86,"마포소방서","to_156","from_61"
"1400","다농마트",86,"상수도사업본부","to_156","from_37"
"1401","다락",113,"데이터센터","to_157","from_77"
"1402","다락",113,"기후환경본부","to_157","from_19"
"1403","다락",113,"도시교통본부","to_157","from_20"
"1404","다락",113,"재무국","to_157","from_10"
"1405","다락",113,"관광체육국","to_157","from_26"
"1406","다락",113,"평생교육국","to_157","from_34"
"1407","다락",113,"시민소통기획관","to_157","from_6"
"1408","다락",113,"시립미술관","to_157","from_16"
"1409","다락",113,"정보기획관","to_157","from_15"
"1410","다락",113,"비상기획관","to_157","from_70"
"1411","다락",113,"도시계획관리위원회","to_157","from_81"
"1412","다락",113,"경제진흥본부","to_157","from_8"
"1413","다락",113,"기획경제전문위원실","to_157","from_31"
"1414","다락",113,"기획조정실","to_157","from_4"
"1415","다락",113,"도시재생본부","to_157","from_1"
"1416","다락",113,"인재개발원","to_157","from_100"
"1417","다락",113,"문화본부","to_157","from_25"
"1418","다락",113,"도시계획국","to_157","from_30"
"1419","다락",113,"서북병원","to_157","from_110"
"1420","다온참치",11,"상수도사업본부","to_158","from_37"
"1421","다쯔미",14,"시립미술관","to_159","from_16"
"1422","다쯔미",14,"시민권익담당관","to_159","from_79"
"1423","다쯔미",14,"푸른도시국","to_159","from_7"
"1424","다쯔미",14,"여성가족정책실","to_159","from_35"
"1425","다쯔미",14,"종로소방서","to_159","from_45"
"1426","다쯔미",14,"도시교통본부","to_159","from_20"
"1427","다쯔미",14,"경제진흥본부","to_159","from_8"
"1428","다한우",190,"기후환경본부","to_160","from_19"
"1429","다한우",190,"기획조정실","to_160","from_4"
"1430","다한우",190,"행정국","to_160","from_3"
"1431","다한우",190,"관광체육국","to_160","from_26"
"1432","다한우",190,"도시교통본부","to_160","from_20"
"1433","다한우",190,"물순환안전국","to_160","from_52"
"1434","다한우",190,"경제진흥본부","to_160","from_8"
"1435","다한우",190,"도시재생본부","to_160","from_1"
"1436","다한우",190,"재무국","to_160","from_10"
"1437","다한우",190,"감사위원회","to_160","from_21"
"1438","다한우",190,"대변인","to_160","from_11"
"1439","다한우",190,"정보기획관","to_160","from_15"
"1440","다한우",190,"시민건강국","to_160","from_40"
"1441","다한우",190,"안전총괄본부","to_160","from_36"
"1442","다한우",190,"인재개발원","to_160","from_100"
"1443","다한우",190,"평생교육국","to_160","from_34"
"1444","다한우",190,"주택건축국","to_160","from_24"
"1445","다한우",190,"비상기획관","to_160","from_70"
"1446","다한우",190,"상수도사업본부","to_160","from_37"
"1447","다한우",190,"한강사업본부","to_160","from_38"
"1448","다한우",190,"예산정책담당관","to_160","from_27"
"1449","다한우",190,"문화본부","to_160","from_25"
"1450","다한우",190,"복지본부","to_160","from_51"
"1451","다한우",190,"의사담당관","to_160","from_68"
"1452","다한우",190,"도시계획국","to_160","from_30"
"1453","다한우",190,"복지정책실","to_160","from_41"
"1454","다한우",190,"언론홍보실","to_160","from_69"
"1455","다한우",190,"행정자치전문위원실","to_160","from_18"
"1456","다한우",190,"도시교통실","to_160","from_22"
"1457","다한우",190,"의정담당관","to_160","from_72"
"1458","다한우",190,"서울대공원","to_160","from_104"
"1459","다한우",190,"서울혁신기획관","to_160","from_5"
"1460","다한우",190,"스마트도시정책관","to_160","from_106"
"1461","닥터로빈",94,"기후환경본부","to_161","from_19"
"1462","닥터로빈",94,"복지본부","to_161","from_51"
"1463","닥터로빈",94,"시민소통기획관","to_161","from_6"
"1464","닥터로빈",94,"도시재생본부","to_161","from_1"
"1465","닥터로빈",94,"지역발전본부","to_161","from_23"
"1466","닥터로빈",94,"서울혁신기획관","to_161","from_5"
"1467","닥터로빈",94,"경제진흥본부","to_161","from_8"
"1468","닥터로빈",94,"여성가족정책실","to_161","from_35"
"1469","닥터로빈",94,"정무부시장","to_161","from_12"
"1470","닥터로빈",94,"행정국","to_161","from_3"
"1471","닥터로빈",94,"기획조정실","to_161","from_4"
"1472","닥터로빈",94,"주택건축국","to_161","from_24"
"1473","닥터로빈",94,"기술심사담당관","to_161","from_93"
"1474","닥터로빈",94,"교통방송","to_161","from_95"
"1475","닥터로빈",94,"안전총괄본부","to_161","from_36"
"1476","닥터로빈",94,"의정담당관","to_161","from_72"
"1477","닥터로빈",94,"대변인","to_161","from_11"
"1478","닥터로빈",94,"문화본부","to_161","from_25"
"1479","닥터로빈",94,"도시교통본부","to_161","from_20"
"1480","닥터로빈",94,"도시공간개선단","to_161","from_63"
"1481","닥터로빈",94,"시민권익담당관","to_161","from_79"
"1482","닥터로빈",94,"푸른도시국","to_161","from_7"
"1483","닥터로빈",94,"일자리노동정책관","to_161","from_9"
"1484","닥터로빈",94,"도로사업소","to_161","from_17"
"1485","닥터로빈",94,"서울도서관","to_161","from_75"
"1486","닥터로빈",94,"시민감사옴부즈만위원회","to_161","from_73"
"1487","닥터로빈",94,"재무국","to_161","from_10"
"1488","닥터로빈",94,"복지정책실","to_161","from_41"
"1489","닥터로빈시청",28,"기획조정실","to_162","from_4"
"1490","닥터로빈시청",28,"서울혁신기획관","to_162","from_5"
"1491","닥터로빈시청",28,"대변인","to_162","from_11"
"1492","닥터로빈시청",28,"행정국","to_162","from_3"
"1493","닥터로빈시청",28,"복지본부","to_162","from_51"
"1494","닥터로빈시청",28,"운영전문위원실","to_162","from_43"
"1495","닥터로빈시청",28,"도시재생본부","to_162","from_1"
"1496","닥터로빈시청",28,"문화본부","to_162","from_25"
"1497","닥터로빈시청",28,"주택건축국","to_162","from_24"
"1498","닥터로빈시청",28,"여성가족정책실","to_162","from_35"
"1499","닥터로빈시청",28,"경제진흥본부","to_162","from_8"
"1500","닥터로빈시청",28,"안전총괄본부","to_162","from_36"
"1501","닥터로빈시청점",12,"서울혁신기획관","to_163","from_5"
"1502","닥터로빈시청점",12,"기술심사담당관","to_163","from_93"
"1503","닥터로빈시청점",12,"대변인","to_163","from_11"
"1504","닥터로빈시청점",12,"주택건축국","to_163","from_24"
"1505","닥터로빈시청점",12,"복지본부","to_163","from_51"
"1506","닥터로빈시청점",12,"기후환경본부","to_163","from_19"
"1507","닥터로빈시청점",12,"남북협력추진단","to_163","from_74"
"1508","닥터로빈시청점",12,"문화본부","to_163","from_25"
"1509","닥터로빈시청점",12,"인권담당관","to_163","from_99"
"1510","단지네",16,"은평소방서","to_164","from_65"
"1511","단지네",16,"강동소방서","to_164","from_80"
"1512","달개비",52,"관광체육국","to_165","from_26"
"1513","달개비",52,"아동복지센터","to_165","from_109"
"1514","달개비",52,"행정2부시장","to_165","from_71"
"1515","달개비",52,"시민소통기획관","to_165","from_6"
"1516","달개비",52,"의정담당관","to_165","from_72"
"1517","달개비",52,"시립미술관","to_165","from_16"
"1518","달개비",52,"기획조정실","to_165","from_4"
"1519","달개비",52,"도시공간개선단","to_165","from_63"
"1520","달개비",52,"대변인","to_165","from_11"
"1521","달개비",52,"안전총괄본부","to_165","from_36"
"1522","달개비",52,"지역발전본부","to_165","from_23"
"1523","달개비",52,"정무부시장","to_165","from_12"
"1524","달개비",52,"도시재생본부","to_165","from_1"
"1525","달개비",52,"평생교육국","to_165","from_34"
"1526","달개비",52,"서울혁신기획관","to_165","from_5"
"1527","달개비",52,"시민건강국","to_165","from_40"
"1528","달개비",52,"입법담당관","to_165","from_32"
"1529","달개비자연음식",86,"행정국","to_166","from_3"
"1530","달개비자연음식",86,"관광체육국","to_166","from_26"
"1531","달개비자연음식",86,"서울특별시장","to_166","from_101"
"1532","달개비자연음식",86,"도시안전건설위원회","to_166","from_112"
"1533","달개비자연음식",86,"기획조정실","to_166","from_4"
"1534","달개비자연음식",86,"정무부시장","to_166","from_12"
"1535","달개비자연음식",86,"운영전문위원실","to_166","from_43"
"1536","달개비자연음식",86,"여성가족정책실","to_166","from_35"
"1537","달개비자연음식",86,"대변인","to_166","from_11"
"1538","달개비자연음식",86,"복지본부","to_166","from_51"
"1539","달개비자연음식",86,"시민소통기획관","to_166","from_6"
"1540","달개비자연음식",86,"물순환안전국","to_166","from_52"
"1541","달개비자연음식",86,"주택건축국","to_166","from_24"
"1542","달개비자연음식",86,"입법담당관","to_166","from_32"
"1543","달개비자연음식",86,"경제진흥본부","to_166","from_8"
"1544","달개비자연음식",86,"행정1부시장","to_166","from_28"
"1545","달개비자연음식",86,"도시계획관리위원회","to_166","from_81"
"1546","달개비자연음식구재동",10,"입법담당관","to_167","from_32"
"1547","달개비자연음식구재동",10,"도시재생본부","to_167","from_1"
"1548","달개비자연음식구재동",10,"기획조정실","to_167","from_4"
"1549","대가",53,"행정국","to_168","from_3"
"1550","대가",53,"기획조정실","to_168","from_4"
"1551","대가",53,"시민감사옴부즈만위원회","to_168","from_73"
"1552","대가",53,"대변인","to_168","from_11"
"1553","대가",53,"시민건강국","to_168","from_40"
"1554","대가",53,"관광체육국","to_168","from_26"
"1555","대가",53,"지역발전본부","to_168","from_23"
"1556","대가",53,"시민권익담당관","to_168","from_79"
"1557","대가",53,"복지본부","to_168","from_51"
"1558","대가",53,"한강사업본부","to_168","from_38"
"1559","대가",53,"서울혁신기획관","to_168","from_5"
"1560","대가",53,"시민소통기획관","to_168","from_6"
"1561","대가",53,"주택건축국","to_168","from_24"
"1562","대가",53,"감사위원회","to_168","from_21"
"1563","대가",53,"도시공간개선단","to_168","from_63"
"1564","대가",53,"도시재생본부","to_168","from_1"
"1565","대가",53,"문화본부","to_168","from_25"
"1566","대가",53,"푸른도시국","to_168","from_7"
"1567","대가",53,"경제진흥본부","to_168","from_8"
"1568","대가",53,"도시계획국","to_168","from_30"
"1569","대가일식",96,"문화본부","to_169","from_25"
"1570","대가일식",96,"관광체육국","to_169","from_26"
"1571","대가일식",96,"재무국","to_169","from_10"
"1572","대가일식",96,"물순환안전국","to_169","from_52"
"1573","대가일식",96,"도시교통본부","to_169","from_20"
"1574","대가일식",96,"도시기반시설본부","to_169","from_62"
"1575","대가일식",96,"행정국","to_169","from_3"
"1576","대가일식",96,"시립미술관","to_169","from_16"
"1577","대가일식",96,"기후환경본부","to_169","from_19"
"1578","대가일식",96,"예산결산특별전문위원실","to_169","from_97"
"1579","대가일식",96,"언론홍보실","to_169","from_69"
"1580","대가일식",96,"기획조정실","to_169","from_4"
"1581","대가일식",96,"복지본부","to_169","from_51"
"1582","대가일식",96,"도시계획국","to_169","from_30"
"1583","대가일식",96,"감사위원회","to_169","from_21"
"1584","대가일식",96,"정보기획관","to_169","from_15"
"1585","대가일식",96,"보건복지전문위원실","to_169","from_78"
"1586","대가일식",96,"동부공원녹지사업소","to_169","from_103"
"1587","대가일식",96,"정무부시장","to_169","from_12"
"1588","대가일식",96,"서울역사편찬원","to_169","from_90"
"1589","대가일식",96,"상수도사업본부","to_169","from_37"
"1590","대가일식",96,"입법담당관","to_169","from_32"
"1591","대가일식",96,"기획경제위원회","to_169","from_119"
"1592","대가일식",96,"한강사업본부","to_169","from_38"
