"","exec_loc","Freq","dept_nm_lvl_2","to_id","from_id"
"1","135동원브이아",10,"도시재생본부","to_1","from_1"
"2","135동원브이아",10,"도시재생실","to_1","from_2"
"3","2Thirsty",27,"행정국","to_2","from_3"
"4","2Thirsty",27,"기획조정실","to_2","from_4"
"5","2Thirsty",27,"서울혁신기획관","to_2","from_5"
"6","2Thirsty",27,"시민소통기획관","to_2","from_6"
"7","2Thirsty",27,"푸른도시국","to_2","from_7"
"8","2Thirsty",27,"경제진흥본부","to_2","from_8"
"9","2Thirsty",27,"일자리노동정책관","to_2","from_9"
"10","2Thirsty",27,"재무국","to_2","from_10"
"11","2Thirsty",27,"대변인","to_2","from_11"
"12","2Thirsty",27,"정무부시장","to_2","from_12"
"13","2Thirsty",27,"노동민생정책관","to_2","from_13"
"14","2Thirsty",27,"경제정책실","to_2","from_14"
"15","2대복집",16,"정보기획관","to_3","from_15"
"16","2대복집",16,"시립미술관","to_3","from_16"
"17","2대복집",16,"도로사업소","to_3","from_17"
"18","2대복집",16,"행정자치전문위원실","to_3","from_18"
"19","2대복집",16,"기후환경본부","to_3","from_19"
"20","2대복집",16,"도시교통본부","to_3","from_20"
"21","2대복집",16,"감사위원회","to_3","from_21"
"22","2대복집",16,"도시교통실","to_3","from_22"
"23","55번가",16,"정무부시장","to_4","from_12"
"24","55번가",16,"지역발전본부","to_4","from_23"
"25","55번가",16,"기획조정실","to_4","from_4"
"26","55번가",16,"주택건축국","to_4","from_24"
"27","55번가",16,"문화본부","to_4","from_25"
"28","55번가",16,"관광체육국","to_4","from_26"
"29","55번가",16,"예산정책담당관","to_4","from_27"
"30","55번가",16,"기후환경본부","to_4","from_19"
"31","55번가",16,"도시재생본부","to_4","from_1"
"32","55번가",16,"행정1부시장","to_4","from_28"
"33","55번가",16,"행정국","to_4","from_3"
"34","55번가",16,"문화체육관광전문위원실","to_4","from_29"
"35","55번가",16,"도시계획국","to_4","from_30"
"36","55번가",16,"기획경제전문위원실","to_4","from_31"
"37","55번가",16,"도시교통본부","to_4","from_20"
"38","５５번가",11,"행정국","to_5","from_3"
"39","５５번가",11,"기후환경본부","to_5","from_19"
"40","５５번가",11,"정무부시장","to_5","from_12"
"41","５５번가",11,"재무국","to_5","from_10"
"42","５５번가",11,"대변인","to_5","from_11"
"43","５５번가",11,"입법담당관","to_5","from_32"
"44","５５번가",11,"관광체육국","to_5","from_26"
"45","91홈플러스익스프레스",14,"서울역사박물관","to_6","from_33"
"46","ＢＫＲ버거킹시청역점",15,"기후환경본부","to_7","from_19"
"47","ＢＫＲ버거킹시청역점",15,"평생교육국","to_7","from_34"
"48","ＢＫＲ버거킹시청역점",15,"정보기획관","to_7","from_15"
"49","ＢＫＲ버거킹시청역점",15,"입법담당관","to_7","from_32"
"50","ＢＫＲ버거킹시청역점",15,"관광체육국","to_7","from_26"
"51","ＤＳ기업",11,"주택건축국","to_8","from_24"
"52","ＥＮＡ스위트호텔",13,"평생교육국","to_9","from_34"
"53","ＥＮＡ스위트호텔",13,"재무국","to_9","from_10"
"54","ＥＵＲＯＧＯＵＲＭＥ",41,"행정국","to_10","from_3"
"55","ＥＵＲＯＧＯＵＲＭＥ",41,"여성가족정책실","to_10","from_35"
"56","ＥＵＲＯＧＯＵＲＭＥ",41,"재무국","to_10","from_10"
"57","ＥＵＲＯＧＯＵＲＭＥ",41,"기획조정실","to_10","from_4"
"58","ＥＵＲＯＧＯＵＲＭＥ",41,"경제진흥본부","to_10","from_8"
"59","ＥＵＲＯＧＯＵＲＭＥ",41,"정보기획관","to_10","from_15"
"60","ＥＵＲＯＧＯＵＲＭＥ",41,"주택건축국","to_10","from_24"
"61","ＥＵＲＯＧＯＵＲＭＥ",41,"서울혁신기획관","to_10","from_5"
"62","ＥＵＲＯＧＯＵＲＭＥ",41,"안전총괄본부","to_10","from_36"
"63","ＥＵＲＯＧＯＵＲＭＥ",41,"평생교육국","to_10","from_34"
"64","ＥＵＲＯＧＯＵＲＭＥ",41,"일자리노동정책관","to_10","from_9"
"65","ＥＵＲＯＧＯＵＲＭＥ",41,"정무부시장","to_10","from_12"
"66","ＥＵＲＯＧＯＵＲＭＥ",41,"시민소통기획관","to_10","from_6"
"67","ＥＵＲＯＧＯＵＲＭＥ",41,"관광체육국","to_10","from_26"
"68","ＥＵＲＯＧＯＵＲＭＥ",41,"경제정책실","to_10","from_14"
"69","e편한마트",32,"상수도사업본부","to_11","from_37"
"70","GS25",15,"도시계획국","to_12","from_30"
"71","GS25",15,"한강사업본부","to_12","from_38"
"72","GS25",15,"정보기획관","to_12","from_15"
"73","GS25",15,"지역발전본부","to_12","from_23"
"74","GS25",15,"도시교통본부","to_12","from_20"
"75","GS25",15,"서부공원녹지사업소","to_12","from_39"
"76","GS25",15,"시민소통기획관","to_12","from_6"
"77","GS25",15,"주택건축국","to_12","from_24"
"78","GS25",15,"서울혁신기획관","to_12","from_5"
"79","GS25",15,"시민건강국","to_12","from_40"
"80","GS25",15,"푸른도시국","to_12","from_7"
"81","GS25",15,"복지정책실","to_12","from_41"
"82","GS슈퍼마켓",10,"도로사업소","to_13","from_17"
"83","GS슈퍼마켓",10,"상수도사업본부","to_13","from_37"
"84","k마트",31,"강북소방서","to_14","from_42"
"85","K마트",35,"도로사업소","to_15","from_17"
"86","K마트",35,"강북소방서","to_15","from_42"
"87","LA북창동순두부",21,"운영전문위원실","to_16","from_43"
"88","LA북창동순두부",21,"기후환경본부","to_16","from_19"
"89","LA북창동순두부",21,"재무국","to_16","from_10"
"90","LA북창동순두부",21,"도시교통본부","to_16","from_20"
"91","LA북창동순두부",21,"지역발전본부","to_16","from_23"
"92","LA북창동순두부",21,"문화본부","to_16","from_25"
"93","LA북창동순두부",21,"도시계획국","to_16","from_30"
"94","LA북창동순두부",21,"관광체육국","to_16","from_26"
"95","LA북창동순두부",21,"예산정책담당관","to_16","from_27"
"96","LA북창동순두부",21,"평생교육국","to_16","from_34"
"97","LA북창동순두부",21,"양천소방서","to_16","from_44"
"98","MMPI",21,"종로소방서","to_17","from_45"
"99","MMPI",21,"체육시설관리사업소","to_17","from_46"
"100","MMPI",21,"동작소방서","to_17","from_47"
"101","MRO-소모성물품구매관리시스템",12,"서초소방서","to_18","from_48"
"102","S마트",25,"도로사업소","to_19","from_17"
"103","가락공판장",12,"구로소방서","to_20","from_49"
"104","가마골",15,"상수도사업본부","to_21","from_37"
"105","가마골",15,"서대문소방서","to_21","from_50"
"106","가마솥",25,"상수도사업본부","to_22","from_37"
"107","가마솥김밥",15,"안전총괄본부","to_23","from_36"
"108","가마솥김밥",15,"대변인","to_23","from_11"
"109","가마솥김밥",15,"서울혁신기획관","to_23","from_5"
"110","가마솥김밥",15,"복지본부","to_23","from_51"
"111","가마솥김밥",15,"주택건축국","to_23","from_24"
"112","가마솥김밥",15,"행정국","to_23","from_3"
"113","가마솥김밥",15,"지역발전본부","to_23","from_23"
"114","가마솥김밥",15,"감사위원회","to_23","from_21"
"115","가마솥나주곰탕",21,"푸른도시국","to_24","from_7"
"116","가마솥나주곰탕",21,"시민건강국","to_24","from_40"
"117","가메골옛날손왕만두",18,"기후환경본부","to_25","from_19"
"118","가메골옛날손왕만두",18,"물순환안전국","to_25","from_52"
"119","가메골옛날손왕만두",18,"재무국","to_25","from_10"
"120","가메골옛날손왕만두",18,"기획조정실","to_25","from_4"
"121","가메골옛날손왕만두",18,"상수도사업본부","to_25","from_37"
"122","가빈",15,"구로소방서","to_26","from_49"
"123","가장맛있는족발",24,"감사위원회","to_27","from_21"
"124","가장맛있는족발",24,"물순환안전국","to_27","from_52"
"125","가장맛있는족발",24,"노원소방서","to_27","from_53"
"126","가장맛있는족발",24,"교육위원회","to_27","from_54"
"127","가장맛있는족발",24,"동대문소방서","to_27","from_55"
"128","가장맛있는족발",24,"상수도사업본부","to_27","from_37"
"129","가장맛있는족발",24,"송파소방서","to_27","from_56"
"130","가장맛있는족발",24,"성동소방서","to_27","from_57"
"131","가장맛있는족발",24,"중부소방서","to_27","from_58"
"132","가장맛있는족발",24,"물재생센터","to_27","from_59"
"133","가장맛있는족발",24,"중랑소방서","to_27","from_60"
"134","가장맛있는족발",24,"종로소방서","to_27","from_45"
"135","가장맛있는족발",24,"마포소방서","to_27","from_61"
"136","가장맛있는족발",24,"도시기반시설본부","to_27","from_62"
"137","가장맛있는족발",24,"도로사업소","to_27","from_17"
"138","가장맛있는족발",24,"시민소통기획관","to_27","from_6"
"139","갈매기집",30,"안전총괄본부","to_28","from_36"
"140","갈매기집",30,"도시재생본부","to_28","from_1"
"141","갈매기집",30,"지역발전본부","to_28","from_23"
"142","갈매기집",30,"시민건강국","to_28","from_40"
"143","갈매기집",30,"도시기반시설본부","to_28","from_62"
"144","갈매기집",30,"도시공간개선단","to_28","from_63"
"145","갈매기집",30,"행정국","to_28","from_3"
"146","갈매기집",30,"안전총괄실","to_28","from_64"
"147","갈비예찬",17,"은평소방서","to_29","from_65"
"148","갈비예찬",17,"강북소방서","to_29","from_42"
"149","갈비예찬",17,"종로소방서","to_29","from_45"
"150","갈비예찬",17,"영등포소방서","to_29","from_66"
"151","갈비예찬",17,"소방재난본부","to_29","from_67"
"152","감촌",24,"도시기반시설본부","to_30","from_62"
"153","감촌",24,"지역발전본부","to_30","from_23"
"154","감촌",24,"경제진흥본부","to_30","from_8"
"155","감촌",24,"주택건축국","to_30","from_24"
"156","갓텐스시명동점",22,"행정국","to_31","from_3"
"157","갓텐스시명동점",22,"정보기획관","to_31","from_15"
"158","강가",205,"기후환경본부","to_32","from_19"
"159","강가",205,"기획조정실","to_32","from_4"
"160","강가",205,"일자리노동정책관","to_32","from_9"
"161","강가",205,"의사담당관","to_32","from_68"
"162","강가",205,"평생교육국","to_32","from_34"
"163","강가",205,"서울혁신기획관","to_32","from_5"
"164","강가",205,"문화본부","to_32","from_25"
"165","강가",205,"언론홍보실","to_32","from_69"
"166","강가",205,"여성가족정책실","to_32","from_35"
"167","강가",205,"정무부시장","to_32","from_12"
"168","강가",205,"복지본부","to_32","from_51"
"169","강가",205,"대변인","to_32","from_11"
"170","강가",205,"도시기반시설본부","to_32","from_62"
"171","강가",205,"도시교통본부","to_32","from_20"
"172","강가",205,"행정국","to_32","from_3"
"173","강가",205,"경제진흥본부","to_32","from_8"
"174","강가",205,"도시계획국","to_32","from_30"
"175","강가",205,"시민건강국","to_32","from_40"
"176","강가",205,"시민소통기획관","to_32","from_6"
"177","강가",205,"재무국","to_32","from_10"
"178","강가",205,"운영전문위원실","to_32","from_43"
"179","강가",205,"안전총괄본부","to_32","from_36"
"180","강가",205,"예산정책담당관","to_32","from_27"
"181","강가",205,"서울역사박물관","to_32","from_33"
"182","강가",205,"도시재생본부","to_32","from_1"
"183","강가",205,"정보기획관","to_32","from_15"
"184","강가",205,"주택건축국","to_32","from_24"
"185","강가",205,"비상기획관","to_32","from_70"
"186","강가",205,"지역발전본부","to_32","from_23"
"187","강가",205,"행정2부시장","to_32","from_71"
"188","강가",205,"의정담당관","to_32","from_72"
"189","강가",205,"입법담당관","to_32","from_32"
"190","강가",205,"시민감사옴부즈만위원회","to_32","from_73"
"191","강가",205,"관광체육국","to_32","from_26"
"192","강가",205,"남북협력추진단","to_32","from_74"
"193","강가",205,"경제정책실","to_32","from_14"
"194","강가",205,"서울도서관","to_32","from_75"
"195","강가",205,"푸른도시국","to_32","from_7"
"196","강가무교점",18,"시민소통기획관","to_33","from_6"
"197","강가무교점",18,"경제진흥본부","to_33","from_8"
"198","강가무교점",18,"서울혁신기획관","to_33","from_5"
"199","강가무교점",18,"복지본부","to_33","from_51"
"200","강가무교점",18,"도시기반시설본부","to_33","from_62"
"201","강가무교점",18,"기획조정실","to_33","from_4"
"202","강가무교점",18,"관광체육국","to_33","from_26"
"203","강가무교점",18,"문화본부","to_33","from_25"
"204","강가무교점",18,"행정국","to_33","from_3"
"205","강가무교점",18,"서울식물원","to_33","from_76"
"206","강남면옥",47,"데이터센터","to_34","from_77"
"207","강남면옥",47,"도시계획국","to_34","from_30"
"208","강남면옥",47,"평생교육국","to_34","from_34"
"209","강남면옥",47,"기후환경본부","to_34","from_19"
"210","강남면옥",47,"보건복지전문위원실","to_34","from_78"
"211","강남면옥",47,"관광체육국","to_34","from_26"
"212","강남면옥",47,"한강사업본부","to_34","from_38"
"213","강남면옥",47,"재무국","to_34","from_10"
"214","강남면옥",47,"도시교통본부","to_34","from_20"
"215","강남면옥",47,"기획경제전문위원실","to_34","from_31"
"216","강남면옥",47,"시민감사옴부즈만위원회","to_34","from_73"
"217","강남면옥",47,"시민권익담당관","to_34","from_79"
"218","강남면옥",47,"체육시설관리사업소","to_34","from_46"
"219","강남면옥",47,"서울역사박물관","to_34","from_33"
"220","강남면옥",47,"상수도사업본부","to_34","from_37"
"221","강남면옥",47,"감사위원회","to_34","from_21"
"222","강남면옥",47,"시민소통기획관","to_34","from_6"
"223","강남면옥",47,"도시재생본부","to_34","from_1"
"224","강남면옥",47,"입법담당관","to_34","from_32"
"225","강남면옥",47,"문화본부","to_34","from_25"
"226","강남면옥",47,"정보기획관","to_34","from_15"
"227","강남면옥",47,"도시기반시설본부","to_34","from_62"
"228","강남면옥",47,"언론홍보실","to_34","from_69"
"229","강동복집",10,"강동소방서","to_35","from_80"
"230","강동복집",10,"상수도사업본부","to_35","from_37"
"231","강동복집",10,"소방재난본부","to_35","from_67"
"232","강동소방서",10,"강동소방서","to_36","from_80"
"233","강릉동화가든",34,"경제진흥본부","to_37","from_8"
"234","강릉동화가든",34,"기획조정실","to_37","from_4"
"235","강릉동화가든",34,"비상기획관","to_37","from_70"
"236","강릉동화가든",34,"도시재생본부","to_37","from_1"
"237","강릉동화가든",34,"서울혁신기획관","to_37","from_5"
"238","강릉동화가든",34,"지역발전본부","to_37","from_23"
"239","강릉동화가든",34,"예산정책담당관","to_37","from_27"
"240","강릉동화가든",34,"복지본부","to_37","from_51"
"241","강릉동화가든",34,"행정국","to_37","from_3"
"242","강서면옥",55,"시민소통기획관","to_38","from_6"
"243","강서면옥",55,"정보기획관","to_38","from_15"
"244","강서면옥",55,"평생교육국","to_38","from_34"
"245","강서면옥",55,"기후환경본부","to_38","from_19"
"246","강서면옥",55,"시립미술관","to_38","from_16"
"247","강서면옥",55,"서울혁신기획관","to_38","from_5"
"248","강서면옥",55,"문화본부","to_38","from_25"
"249","강서면옥",55,"대변인","to_38","from_11"
"250","강서면옥",55,"도시교통본부","to_38","from_20"
"251","강서면옥",55,"행정국","to_38","from_3"
"252","강서면옥",55,"도시계획관리위원회","to_38","from_81"
"253","강서면옥",55,"물순환안전국","to_38","from_52"
"254","강서면옥",55,"의정담당관","to_38","from_72"
"255","강서면옥",55,"복지본부","to_38","from_51"
"256","강서면옥",55,"교통위원회","to_38","from_82"
"257","강서면옥",55,"도시계획국","to_38","from_30"
"258","강서면옥",55,"감사위원회","to_38","from_21"
"259","강서면옥",55,"경제진흥본부","to_38","from_8"
"260","강서면옥",55,"물재생센터","to_38","from_59"
"261","강서소방서",19,"강서소방서","to_39","from_83"
"262","강서수도사업소",25,"상수도사업본부","to_40","from_37"
"263","강선생짬뽕",10,"중랑소방서","to_41","from_60"
"264","개화산장",15,"강서소방서","to_42","from_83"
"265","갯마을",24,"도봉소방서","to_43","from_84"
"266","갯마을",24,"의정담당관","to_43","from_72"
"267","갯마을",24,"언론홍보실","to_43","from_69"
"268","갯마을",24,"서초소방서","to_43","from_48"
"269","갯마을",24,"대변인","to_43","from_11"
"270","갯마을",24,"도시기반시설본부","to_43","from_62"
"271","갯마을",24,"입법담당관","to_43","from_32"
"272","갯마을",24,"감사위원회","to_43","from_21"
"273","갯마을",24,"기후환경본부","to_43","from_19"
"274","갯마을",24,"강북소방서","to_43","from_42"
"275","갯마을",24,"의사담당관","to_43","from_68"
"276","갯마을",24,"시민소통기획관","to_43","from_6"
"277","거제지심도",11,"강남소방서","to_44","from_85"
"278","거제지심도",11,"행정2부시장","to_44","from_71"
"279","경기마트",11,"성북소방서","to_45","from_86"
"280","경도기업",17,"서초소방서","to_46","from_48"
"281","경도기업",17,"구로소방서","to_46","from_49"
"282","경도기업",17,"중부소방서","to_46","from_58"
"283","경도기업",17,"송파소방서","to_46","from_56"
"284","경도기업",17,"영등포소방서","to_46","from_66"
"285","경도기업",17,"강남소방서","to_46","from_85"
"286","경도기업",17,"강서소방서","to_46","from_83"
"287","경조사비",20,"한성백제박물관","to_47","from_87"
"288","경조사비",20,"경제진흥본부","to_47","from_8"
"289","경조사비",20,"상수도사업본부","to_47","from_37"
"290","경조사비",20,"감사위원회","to_47","from_21"
"291","경조사비",20,"도시기반시설본부","to_47","from_62"
"292","경조사비",20,"중부공원녹지사업소","to_47","from_88"
"293","경조사비",20,"기획조정실","to_47","from_4"
"294","계절밥상",21,"의정담당관","to_48","from_72"
"295","계절밥상",21,"시립미술관","to_48","from_16"
"296","계절밥상",21,"한성백제박물관","to_48","from_87"
"297","계절밥상",21,"중부공원녹지사업소","to_48","from_88"
"298","계절밥상",21,"의사담당관","to_48","from_68"
"299","계절밥상",21,"푸른도시국","to_48","from_7"
"300","계절밥상",21,"보건환경연구원","to_48","from_89"
"301","계절밥상",21,"도시교통본부","to_48","from_20"
"302","계절밥상",21,"서울역사편찬원","to_48","from_90"
"303","계절밥상",21,"서울시립과학관","to_48","from_91"
"304","계절밥상",21,"시민건강국","to_48","from_40"
"305","계절밥상",21,"시민소통기획관","to_48","from_6"
"306","계절밥상",21,"시민권익담당관","to_48","from_79"
"307","계절요리낙지골",17,"도로사업소","to_49","from_17"
"308","고냉지",22,"안전총괄본부","to_50","from_36"
"309","고냉지",22,"서울혁신기획관","to_50","from_5"
"310","고냉지",22,"시민소통기획관","to_50","from_6"
"311","고냉지",22,"행정국","to_50","from_3"
"312","고냉지",22,"대변인","to_50","from_11"
"313","고냉지",22,"기획조정실","to_50","from_4"
"314","고냉지",22,"주택건축국","to_50","from_24"
"315","고냉지",22,"도시재생본부","to_50","from_1"
"316","고냉지",22,"민생사법경찰단","to_50","from_92"
"317","고냉지",22,"문화본부","to_50","from_25"
"318","고담",26,"평생교육국","to_51","from_34"
"319","고담",26,"기후환경본부","to_51","from_19"
"320","고담",26,"문화본부","to_51","from_25"
"321","고담",26,"기획조정실","to_51","from_4"
"322","고담",26,"도시교통본부","to_51","from_20"
"323","고담",26,"동대문소방서","to_51","from_55"
"324","고담",26,"도시기반시설본부","to_51","from_62"
"325","고담",26,"관광체육국","to_51","from_26"
"326","고담",26,"안전총괄본부","to_51","from_36"
"327","고담",26,"감사위원회","to_51","from_21"
"328","고담",26,"여성가족정책실","to_51","from_35"
"329","고담",26,"주택건축국","to_51","from_24"
"330","고담",26,"기획경제전문위원실","to_51","from_31"
"331","고담",26,"도시계획국","to_51","from_30"
"332","고담",26,"물순환안전국","to_51","from_52"
"333","고려보쌈",74,"행정국","to_52","from_3"
"334","고려보쌈",74,"주택건축국","to_52","from_24"
"335","고려보쌈",74,"비상기획관","to_52","from_70"
"336","고려보쌈",74,"기획조정실","to_52","from_4"
"337","고려보쌈",74,"시민소통기획관","to_52","from_6"
"338","고려보쌈",74,"푸른도시국","to_52","from_7"
"339","고려보쌈",74,"문화본부","to_52","from_25"
"340","고려보쌈",74,"일자리노동정책관","to_52","from_9"
"341","고려보쌈",74,"여성가족정책실","to_52","from_35"
"342","고려보쌈",74,"경제진흥본부","to_52","from_8"
"343","고려보쌈",74,"도시재생본부","to_52","from_1"
"344","고려보쌈",74,"기술심사담당관","to_52","from_93"
"345","고려보쌈",74,"안전총괄본부","to_52","from_36"
"346","고려보쌈",74,"대변인","to_52","from_11"
"347","고려보쌈",74,"지역발전본부","to_52","from_23"
"348","고려보쌈",74,"시민감사옴부즈만위원회","to_52","from_73"
"349","고려보쌈",74,"시민건강국","to_52","from_40"
"350","고려보쌈",74,"정무부시장","to_52","from_12"
"351","고려보쌈",74,"복지본부","to_52","from_51"
"352","고려보쌈",74,"도시기반시설본부","to_52","from_62"
"353","고려보쌈",74,"도시안전건설전문위원실","to_52","from_94"
"354","고려삼계탕",98,"기후환경본부","to_53","from_19"
"355","고려삼계탕",98,"정보기획관","to_53","from_15"
"356","고려삼계탕",98,"관광체육국","to_53","from_26"
"357","고려삼계탕",98,"재무국","to_53","from_10"
"358","고려삼계탕",98,"시민소통기획관","to_53","from_6"
"359","고려삼계탕",98,"예산정책담당관","to_53","from_27"
"360","고려삼계탕",98,"시립미술관","to_53","from_16"
"361","고려삼계탕",98,"데이터센터","to_53","from_77"
"362","고려삼계탕",98,"안전총괄본부","to_53","from_36"
"363","고려삼계탕",98,"문화본부","to_53","from_25"
"364","고려삼계탕",98,"강동소방서","to_53","from_80"
"365","고려삼계탕",98,"보건환경연구원","to_53","from_89"
"366","고려삼계탕",98,"상수도사업본부","to_53","from_37"
"367","고려삼계탕",98,"행정국","to_53","from_3"
"368","고려삼계탕",98,"기획조정실","to_53","from_4"
"369","고려삼계탕",98,"도시계획국","to_53","from_30"
"370","고려삼계탕",98,"푸른도시국","to_53","from_7"
"371","고려삼계탕",98,"경제진흥본부","to_53","from_8"
"372","고려삼계탕",98,"도시교통본부","to_53","from_20"
"373","고려삼계탕",98,"교통방송","to_53","from_95"
"374","고려삼계탕",98,"시민감사옴부즈만위원회","to_53","from_73"
"375","고려삼계탕",98,"여성가족정책실","to_53","from_35"
"376","고려삼계탕",98,"농업기술센터","to_53","from_96"
"377","고려삼계탕",98,"평생교육국","to_53","from_34"
"378","고려삼계탕",98,"예산결산특별전문위원실","to_53","from_97"
"379","고려삼계탕",98,"은평병원","to_53","from_98"
"380","고려삼계탕",98,"물순환안전국","to_53","from_52"
"381","고려삼계탕",98,"감사위원회","to_53","from_21"
"382","고려삼계탕",98,"도로사업소","to_53","from_17"
"383","고려삼계탕",98,"물재생센터","to_53","from_59"
"384","고려삼계탕",98,"서울역사박물관","to_53","from_33"
"385","고릴라김밥",10,"기후환경본부","to_54","from_19"
"386","고릴라김밥",10,"도시교통본부","to_54","from_20"
"387","고릴라김밥",10,"예산정책담당관","to_54","from_27"
"388","고릴라김밥",10,"복지본부","to_54","from_51"
"389","고릴라김밥",10,"서울시립과학관","to_54","from_91"
"390","고릴라김밥",10,"감사위원회","to_54","from_21"
"391","고바우",53,"도시기반시설본부","to_55","from_62"
"392","고바우",53,"일자리노동정책관","to_55","from_9"
"393","고바우",53,"경제진흥본부","to_55","from_8"
"394","고바우",53,"안전총괄본부","to_55","from_36"
"395","고바우",53,"지역발전본부","to_55","from_23"
"396","고바우",53,"행정1부시장","to_55","from_28"
"397","고바우",53,"푸른도시국","to_55","from_7"
"398","고바우",53,"행정국","to_55","from_3"
"399","고바우",53,"대변인","to_55","from_11"
"400","고바우",53,"경제정책실","to_55","from_14"
"401","고바우",53,"시민소통기획관","to_55","from_6"
"402","고봉삼계탕",17,"정보기획관","to_56","from_15"
"403","고봉삼계탕",17,"복지본부","to_56","from_51"
"404","고봉삼계탕",17,"한강사업본부","to_56","from_38"
"405","고봉삼계탕",17,"기획조정실","to_56","from_4"
"406","고봉삼계탕",17,"서울역사편찬원","to_56","from_90"
"407","고봉삼계탕",17,"서부공원녹지사업소","to_56","from_39"
"408","고집",26,"상수도사업본부","to_57","from_37"
"409","고향집",16,"상수도사업본부","to_58","from_37"
"410","고향집",16,"서대문소방서","to_58","from_50"
"411","고향집",16,"복지본부","to_58","from_51"
"412","고향집",16,"보건환경연구원","to_58","from_89"
"413","고향집",16,"행정국","to_58","from_3"
"414","곤드레",34,"서울혁신기획관","to_59","from_5"
"415","곤드레",34,"도시재생본부","to_59","from_1"
"416","곤드레",34,"기획조정실","to_59","from_4"
"417","곤드레",34,"푸른도시국","to_59","from_7"
"418","곤드레",34,"시민건강국","to_59","from_40"
"419","곤드레",34,"지역발전본부","to_59","from_23"
"420","곤드레",34,"행정국","to_59","from_3"
"421","곤드레",34,"일자리노동정책관","to_59","from_9"
"422","곤드레",34,"정보기획관","to_59","from_15"
"423","곤드레",34,"경제진흥본부","to_59","from_8"
"424","곤드레",34,"상수도사업본부","to_59","from_37"
"425","곤트란쉐리에",13,"경제진흥본부","to_60","from_8"
"426","곤트란쉐리에",13,"행정국","to_60","from_3"
"427","곤트란쉐리에",13,"정무부시장","to_60","from_12"
"428","곤트란쉐리에",13,"경제정책실","to_60","from_14"
"429","곤트란쉐리에",13,"언론홍보실","to_60","from_69"
"430","골드바틀",20,"서울혁신기획관","to_61","from_5"
"431","골드바틀",20,"시민소통기획관","to_61","from_6"
"432","곰국시",17,"행정2부시장","to_62","from_71"
"433","곰국시",17,"도시재생본부","to_62","from_1"
"434","곰국시",17,"안전총괄본부","to_62","from_36"
"435","곰국시",17,"시민건강국","to_62","from_40"
"436","곰국시",17,"주택건축국","to_62","from_24"
"437","곰국시",17,"지역발전본부","to_62","from_23"
"438","곰국시",17,"시민감사옴부즈만위원회","to_62","from_73"
"439","곰국시",17,"복지본부","to_62","from_51"
"440","곰국시집",562,"기획조정실","to_63","from_4"
"441","곰국시집",562,"푸른도시국","to_63","from_7"
"442","곰국시집",562,"행정국","to_63","from_3"
"443","곰국시집",562,"복지본부","to_63","from_51"
"444","곰국시집",562,"시민감사옴부즈만위원회","to_63","from_73"
"445","곰국시집",562,"서울혁신기획관","to_63","from_5"
"446","곰국시집",562,"도시재생본부","to_63","from_1"
"447","곰국시집",562,"지역발전본부","to_63","from_23"
"448","곰국시집",562,"도시교통본부","to_63","from_20"
"449","곰국시집",562,"도시기반시설본부","to_63","from_62"
"450","곰국시집",562,"시민건강국","to_63","from_40"
"451","곰국시집",562,"감사위원회","to_63","from_21"
"452","곰국시집",562,"일자리노동정책관","to_63","from_9"
"453","곰국시집",562,"관광체육국","to_63","from_26"
"454","곰국시집",562,"언론홍보실","to_63","from_69"
"455","곰국시집",562,"행정1부시장","to_63","from_28"
"456","곰국시집",562,"경제진흥본부","to_63","from_8"
"457","곰국시집",562,"여성가족정책실","to_63","from_35"
"458","곰국시집",562,"안전총괄본부","to_63","from_36"
"459","곰국시집",562,"시민소통기획관","to_63","from_6"
"460","곰국시집",562,"대변인","to_63","from_11"
"461","곰국시집",562,"도시공간개선단","to_63","from_63"
"462","곰국시집",562,"주택건축국","to_63","from_24"
"463","곰국시집",562,"행정2부시장","to_63","from_71"
"464","곰국시집",562,"재무국","to_63","from_10"
"465","곰국시집",562,"민생사법경찰단","to_63","from_92"
"466","곰국시집",562,"정무부시장","to_63","from_12"
"467","곰국시집",562,"상수도사업본부","to_63","from_37"
"468","곰국시집",562,"기후환경본부","to_63","from_19"
"469","곰국시집",562,"정보기획관","to_63","from_15"
"470","곰국시집",562,"비상기획관","to_63","from_70"
"471","곰국시집",562,"데이터센터","to_63","from_77"
"472","곰국시집",562,"물순환안전국","to_63","from_52"
"473","곰국시집",562,"서울식물원","to_63","from_76"
"474","곰국시집",562,"도시계획국","to_63","from_30"
"475","곰국시집",562,"문화본부","to_63","from_25"
"476","곰국시집",562,"평생교육국","to_63","from_34"
"477","곰국시집",562,"소방재난본부","to_63","from_67"
"478","곰국시집",562,"한강사업본부","to_63","from_38"
"479","곰국시집",562,"도로사업소","to_63","from_17"
"480","곰국시집",562,"안전총괄실","to_63","from_64"
"481","곰국시집",562,"인권담당관","to_63","from_99"
"482","곰국시집",562,"경제정책실","to_63","from_14"
"483","곰국시집",562,"도시재생실","to_63","from_2"
"484","곰국시집",562,"노동민생정책관","to_63","from_13"
"485","곰국시집24",24,"일자리노동정책관","to_64","from_9"
"486","곰국시집24",24,"도시재생본부","to_64","from_1"
"487","곰국시집24",24,"기획조정실","to_64","from_4"
"488","곰국시집24",24,"도시교통실","to_64","from_22"
"489","공차",22,"기후환경본부","to_65","from_19"
"490","공차",22,"경제진흥본부","to_65","from_8"
